id_usuario,pais,tipo_suscripcion,antiguedad_dias,dias_activo_ult_30,minutos_escucha_prom_dia,fallos_pago_ult_60,renovacion_automatica,dias_desde_ultimo_login,es_churn
u_016484,CO,premium_familiar,303,13,66.1,1,1,18,0
u_021448,CL,premium_individual,304,19,21.0,0,1,3,0
u_028314,MX,premium_individual,334,22,58.0,0,1,4,0
u_024269,IT,premium_individual,723,14,36.5,1,1,6,0
u_042031,FR,premium_individual,385,15,28.0,0,1,9,0
u_046405,US,premium_estudiante,299,15,23.1,0,1,6,0
u_003480,FR,premium_individual,42,16,24.7,0,1,3,0
u_029123,FR,premium_individual,465,16,70.6,0,1,10,0
u_026328,ES,premium_estudiante,454,1,44.5,0,1,6,1
u_023452,ES,premium_estudiante,281,14,109.0,0,1,2,0
u_043918,ES,premium_estudiante,568,17,46.5,0,1,5,0
u_032740,ES,premium_familiar,294,14,34.9,0,1,7,0
u_011219,CO,premium_estudiante,273,15,57.7,0,0,3,0
u_042877,ES,premium_individual,291,0,23.7,1,1,16,1
u_037863,AR,premium_individual,186,20,50.4,0,1,4,0
u_043336,FR,premium_individual,927,19,49.5,0,1,4,0
u_035707,CL,premium_familiar,120,2,18.3,3,1,4,1
u_029339,MX,premium_individual,649,15,116.6,0,1,3,0
u_033311,ES,premium_individual,763,16,27.7,0,1,6,0
u_037063,ES,premium_individual,458,2,39.8,0,1,4,0
u_045954,ES,premium_individual,289,18,62.4,0,0,2,0
u_016781,DE,premium_individual,397,2,28.6,0,1,4,0
u_038213,US,premium_familiar,282,14,46.4,0,0,12,0
u_036611,ES,premium_individual,80,0,18.4,0,1,4,1
u_035906,US,premium_individual,1577,21,16.9,0,1,2,0
u_042520,AR,premium_individual,89,17,79.4,0,1,5,0
u_040041,ES,premium_individual,542,24,64.5,0,1,1,0
u_044171,DE,premium_familiar,614,17,74.6,0,0,11,0
u_028974,US,premium_individual,428,5,46.7,0,1,4,0
u_011991,DE,premium_familiar,254,17,21.2,0,1,6,0
u_041601,ES,premium_individual,859,20,85.0,2,1,7,0
u_033752,CO,premium_individual,636,13,31.6,0,1,3,0
u_011639,ES,premium_individual,444,14,34.3,0,1,4,0
u_015244,ES,premium_familiar,940,17,32.0,0,1,3,0
u_015122,AR,premium_individual,217,18,83.5,0,1,5,0
u_007151,DE,premium_individual,55,15,50.5,4,1,5,1
u_042365,CO,premium_individual,224,17,75.5,0,1,3,0
u_020097,BR,premium_estudiante,774,19,52.1,0,1,10,0
u_000318,MX,premium_estudiante,1492,19,25.3,0,1,6,0
u_026501,MX,premium_individual,25,16,69.3,0,1,22,0
u_018497,ES,premium_estudiante,1921,3,24.5,0,0,9,0
u_018188,ES,premium_individual,13,21,35.6,0,1,4,0
u_015009,US,premium_individual,462,18,40.2,2,1,4,0
u_039214,ES,premium_individual,546,18,31.5,0,1,4,0
u_004405,CO,premium_individual,425,19,57.1,1,1,6,0
u_035546,US,premium_individual,583,19,35.1,1,1,4,0
u_047713,ES,premium_individual,394,2,19.9,0,1,4,1
u_047098,US,premium_familiar,321,17,39.2,0,1,2,0
u_000093,MX,premium_familiar,322,17,112.1,0,1,8,0
u_045275,DE,premium_individual,258,16,25.0,0,1,9,0
u_007037,US,premium_individual,385,16,47.0,0,1,7,0
u_015646,FR,premium_individual,175,19,19.4,0,0,9,0
u_014962,CO,premium_individual,290,16,18.4,0,1,5,0
u_015978,ES,premium_individual,346,13,88.3,1,1,3,0
u_028285,CL,premium_individual,219,19,28.9,0,0,10,0
u_043232,CL,premium_individual,459,5,22.6,0,1,12,0
u_017174,DE,premium_individual,357,1,21.4,0,1,6,0
u_003397,ES,premium_individual,576,21,39.3,0,1,1,0
u_018303,ES,premium_individual,458,3,30.1,0,0,10,0
u_040309,ES,premium_individual,465,0,45.0,0,1,4,0
u_030532,CO,premium_estudiante,488,14,75.5,0,1,9,0
u_004521,ES,premium_individual,676,0,19.5,0,0,5,1
u_024663,ES,premium_individual,854,18,115.4,1,1,4,0
u_011615,ES,premium_familiar,371,17,23.4,1,1,8,0
u_000834,CO,premium_individual,1422,5,31.3,0,1,8,0
u_022355,DE,premium_estudiante,1174,12,61.2,0,1,5,0
u_011856,IT,premium_familiar,1069,5,57.0,0,1,7,0
u_024908,IT,premium_familiar,728,21,78.0,0,1,9,0
u_013815,CO,premium_individual,261,17,32.4,3,1,12,1
u_027874,CO,premium_estudiante,586,17,21.4,1,1,2,0
u_049582,DE,premium_familiar,307,18,87.6,0,0,2,0
u_007141,AR,premium_familiar,832,0,16.5,1,1,7,0
u_041927,MX,premium_individual,364,15,53.4,0,1,4,0
u_038376,ES,premium_individual,641,18,61.5,0,1,4,0
u_026499,ES,premium_estudiante,140,18,51.9,0,1,6,0
u_030124,BR,premium_individual,1032,16,22.4,0,1,9,0
u_043743,IT,premium_individual,266,11,59.7,0,0,5,0
u_021349,CO,premium_individual,341,18,42.8,1,1,5,0
u_004668,ES,premium_individual,231,18,11.8,0,1,4,0
u_005278,CL,premium_estudiante,902,0,15.8,0,1,6,0
u_040158,AR,premium_individual,58,16,21.0,0,1,5,0
u_020015,CL,premium_individual,309,18,44.4,0,1,2,0
u_016184,US,premium_individual,637,16,41.0,0,1,5,0
u_027534,CO,premium_estudiante,927,19,34.4,0,1,3,0
u_006808,AR,premium_individual,1136,15,25.2,0,1,6,0
u_003949,ES,premium_familiar,542,16,38.5,1,1,2,0
u_040898,AR,premium_individual,318,18,23.3,0,1,3,0
u_011929,ES,premium_individual,792,18,109.8,2,1,6,0
u_005873,US,premium_individual,337,20,61.2,0,1,3,0
u_025008,ES,premium_estudiante,116,0,13.3,0,0,5,1
u_029603,MX,premium_individual,735,21,59.7,0,1,3,0
u_001164,ES,premium_individual,810,17,30.6,0,1,2,0
u_012745,IT,premium_individual,416,3,30.8,0,0,8,0
u_022898,ES,premium_familiar,726,16,42.5,0,1,8,0
u_034514,ES,premium_individual,268,25,69.8,0,1,7,0
u_029599,US,premium_individual,292,18,28.7,0,1,4,0
u_046517,MX,premium_individual,846,19,56.5,0,0,5,0
u_027931,DE,premium_estudiante,1072,19,47.6,0,0,5,0
u_023316,CO,premium_individual,1294,16,46.0,0,1,18,0
u_004744,ES,premium_individual,284,20,69.9,0,0,7,0
u_040644,US,premium_individual,227,10,63.1,0,1,4,0
u_019114,CL,premium_individual,736,14,43.7,0,1,3,0
u_003302,CO,premium_individual,378,20,68.1,0,1,3,0
u_023994,CO,premium_familiar,366,5,51.9,0,0,11,0
u_043473,FR,premium_estudiante,163,24,20.1,0,0,9,0
u_032155,US,premium_individual,502,19,88.4,0,1,17,0
u_019347,IT,premium_individual,418,14,11.0,0,1,5,0
u_033470,DE,premium_individual,98,14,18.9,0,0,6,0
u_043265,US,premium_individual,458,17,52.3,0,1,15,0
u_043350,ES,premium_familiar,354,1,9.0,0,1,10,1
u_030503,CL,premium_individual,966,18,49.0,0,1,3,0
u_017903,MX,premium_individual,372,21,72.2,0,1,6,0
u_009575,US,premium_familiar,405,15,58.7,0,1,3,0
u_041017,AR,premium_individual,1312,18,48.8,0,1,18,0
u_029553,AR,premium_individual,369,16,82.1,0,1,12,0
u_033940,ES,premium_individual,315,22,45.4,1,1,7,0
u_014143,DE,premium_individual,711,18,81.3,0,1,2,0
u_036673,MX,premium_individual,987,15,10.2,0,1,7,0
u_031234,ES,premium_individual,641,18,40.1,0,1,4,0
u_006961,IT,premium_individual,611,1,11.8,0,1,6,1
u_028304,DE,premium_familiar,913,15,28.5,0,1,8,0
u_023269,US,premium_individual,566,19,17.0,0,1,2,0
u_021412,ES,premium_individual,640,18,96.3,0,1,2,0
u_000610,ES,premium_individual,66,16,32.8,0,1,4,0
u_031312,DE,premium_individual,171,19,27.0,0,1,3,0
u_027465,AR,premium_individual,541,20,19.0,0,1,1,0
u_044109,AR,premium_individual,356,12,45.0,0,1,28,0
u_029604,IT,premium_familiar,103,19,28.8,0,0,7,0
u_020620,US,premium_individual,444,14,9.7,0,1,3,0
u_009023,DE,premium_estudiante,232,16,51.2,0,1,4,0
u_045956,ES,premium_estudiante,227,16,45.0,0,1,14,0
u_036935,ES,premium_individual,867,20,29.7,0,1,4,0
u_032916,MX,premium_individual,499,19,63.6,0,1,9,0
u_021265,MX,premium_individual,269,15,51.1,0,1,3,0
u_049057,IT,premium_individual,665,20,52.9,0,1,1,0
u_034782,IT,premium_individual,197,18,93.5,0,1,3,0
u_026074,ES,premium_individual,576,18,33.9,0,1,19,0
u_049928,ES,premium_estudiante,394,16,20.9,0,1,11,0
u_023512,CO,premium_estudiante,693,17,41.7,0,1,2,0
u_047911,ES,premium_estudiante,592,17,59.5,0,1,11,0
u_005072,DE,premium_estudiante,1109,18,25.9,0,1,18,0
u_019247,MX,premium_individual,193,16,76.2,0,1,13,0
u_008969,CO,premium_familiar,197,23,74.7,0,0,1,0
u_008977,ES,premium_individual,340,19,19.7,0,0,1,0
u_038013,ES,premium_individual,524,17,42.0,0,1,2,0
u_047199,ES,premium_individual,817,20,76.9,0,1,10,0
u_019128,ES,premium_familiar,750,18,63.6,0,1,17,0
u_029971,ES,premium_individual,138,18,22.6,0,1,3,0
u_005977,MX,premium_individual,302,17,38.4,0,1,11,0
u_005251,MX,premium_individual,381,17,38.3,0,1,8,0
u_036126,IT,premium_estudiante,1214,16,24.8,0,1,3,0
u_034840,ES,premium_individual,1675,21,17.4,0,1,5,0
u_042958,US,premium_individual,1118,19,42.4,0,1,2,0
u_014255,IT,premium_individual,364,14,20.6,0,1,4,0
u_032553,ES,premium_individual,456,15,51.0,0,1,5,0
u_029349,ES,premium_individual,292,25,44.3,1,1,4,0
u_041605,CL,premium_individual,888,17,47.0,0,1,3,0
u_043509,ES,premium_individual,562,14,23.5,0,1,2,0
u_005395,FR,premium_individual,696,12,34.2,0,1,6,0
u_033217,AR,premium_estudiante,394,22,45.9,0,0,6,0
u_033400,ES,premium_individual,831,16,21.2,0,0,2,0
u_011402,ES,premium_individual,965,19,25.3,0,1,3,0
u_048055,MX,premium_individual,278,19,75.7,0,1,17,0
u_030129,FR,premium_familiar,280,13,19.2,0,1,5,0
u_005431,IT,premium_familiar,368,18,65.1,0,1,5,0
u_049600,MX,premium_individual,1716,18,50.8,0,1,2,0
u_041485,IT,premium_individual,719,17,51.5,1,1,5,0
u_030587,US,premium_familiar,1475,13,60.6,0,1,13,0
u_031601,DE,premium_individual,134,20,68.7,0,1,7,0
u_044615,ES,premium_individual,161,15,38.9,0,1,5,0
u_041262,ES,premium_individual,940,19,81.3,0,1,1,0
u_012051,AR,premium_individual,857,14,53.1,0,0,4,0
u_032765,AR,premium_individual,99,11,48.5,0,1,6,0
u_025342,AR,premium_individual,842,4,9.1,0,1,5,0
u_040002,MX,premium_individual,30,16,24.3,0,1,3,0
u_034228,MX,premium_individual,603,13,41.2,0,1,5,0
u_037509,FR,premium_individual,84,21,58.0,0,1,6,0
u_030754,ES,premium_individual,908,17,48.9,0,0,3,0
u_041763,BR,premium_individual,189,19,46.1,1,1,1,0
u_033024,BR,premium_individual,670,17,37.0,0,1,6,0
u_042591,DE,premium_estudiante,537,18,16.3,0,0,2,0
u_008674,CO,premium_familiar,260,20,85.1,1,1,7,0
u_038487,AR,premium_individual,3004,20,47.7,0,1,8,0
u_016795,ES,premium_estudiante,1028,18,112.4,0,0,10,0
u_003238,MX,premium_familiar,538,4,76.1,0,1,6,0
u_013292,BR,premium_individual,451,5,28.6,0,0,3,1
u_029957,CL,premium_familiar,336,12,90.6,0,1,10,0
u_024421,FR,premium_individual,366,18,26.3,0,1,7,0
u_033472,MX,premium_individual,560,19,66.0,1,1,4,0
u_022434,ES,premium_individual,1327,19,19.2,2,0,1,1
u_014094,IT,premium_individual,1290,17,56.8,0,0,4,0
u_022165,ES,premium_individual,888,16,34.5,0,0,3,0
u_015431,CL,premium_individual,186,17,76.3,3,1,12,1
u_002560,ES,premium_familiar,505,14,39.3,0,1,3,0
u_048851,ES,premium_individual,293,20,39.0,0,1,5,0
u_025437,MX,premium_individual,515,10,15.8,0,1,18,0
u_018233,MX,premium_familiar,318,14,19.5,0,1,13,0
u_017885,MX,premium_individual,383,2,17.6,0,0,5,1
u_035962,CO,premium_individual,304,19,39.1,0,1,13,0
u_009379,IT,premium_individual,453,20,57.1,0,1,3,0
u_001007,ES,premium_individual,167,21,73.1,0,1,3,0
u_013565,ES,premium_individual,100,18,30.3,0,1,4,0
u_001538,US,premium_individual,1461,18,37.2,0,0,4,0
u_018400,ES,premium_individual,198,14,29.4,0,1,3,0
u_003679,CL,premium_individual,723,15,42.0,0,1,3,0
u_019328,ES,premium_individual,313,16,26.6,0,1,2,0
u_014936,ES,premium_individual,1233,19,89.1,0,1,8,0
u_030145,BR,premium_individual,24,5,29.7,0,1,7,0
u_045936,ES,premium_familiar,54,21,65.7,0,1,2,0
u_048420,FR,premium_individual,597,13,29.7,0,1,10,0
u_047196,IT,premium_individual,422,13,42.4,0,1,7,0
u_003871,FR,premium_individual,101,18,63.1,0,1,5,0
u_018231,IT,premium_familiar,402,18,24.5,0,1,8,0
u_026814,ES,premium_familiar,383,13,82.2,0,0,8,0
u_041509,MX,premium_familiar,1762,16,37.7,0,1,10,0
u_003874,US,premium_familiar,279,15,31.8,0,1,11,0
u_015829,ES,premium_estudiante,574,18,70.4,0,1,13,0
u_013232,ES,premium_familiar,1485,19,17.1,1,1,19,0
u_012950,AR,premium_familiar,1697,17,53.0,0,1,14,0
u_033052,CO,premium_familiar,641,22,16.8,0,0,9,0
u_033647,IT,premium_individual,229,18,60.5,0,1,16,0
u_025774,DE,premium_familiar,448,18,22.3,0,0,4,0
u_003169,BR,premium_familiar,591,5,15.8,0,1,7,0
u_019271,ES,premium_estudiante,342,13,49.2,0,1,7,0
u_048504,US,premium_estudiante,127,13,45.2,0,1,8,0
u_017721,ES,premium_estudiante,747,4,15.8,0,0,10,0
u_048231,DE,premium_individual,338,12,25.2,0,1,12,0
u_034130,CL,premium_individual,364,17,54.7,0,1,3,0
u_033201,ES,premium_individual,91,19,23.5,0,1,2,0
u_014749,DE,premium_individual,886,1,5.3,0,1,6,0
u_005088,IT,premium_familiar,823,3,11.5,0,1,6,0
u_040936,CL,premium_familiar,1151,14,26.3,0,1,2,0
u_042759,ES,premium_individual,1219,19,72.2,0,1,5,0
u_028007,MX,premium_estudiante,137,17,53.8,0,1,11,0
u_037511,AR,premium_individual,380,13,31.3,0,1,6,0
u_001637,CO,premium_estudiante,191,21,25.0,0,1,1,0
u_014019,CO,premium_individual,318,15,17.6,0,1,3,0
u_007406,MX,premium_estudiante,1372,15,41.0,0,1,4,0
u_042393,ES,premium_individual,476,19,74.3,0,1,2,0
u_016796,AR,premium_individual,820,14,10.5,0,1,10,0
u_002305,MX,premium_individual,467,15,106.7,0,1,13,0
u_001095,ES,premium_individual,555,16,25.3,0,1,6,0
u_010913,ES,premium_familiar,340,18,44.5,1,1,4,0
u_009473,IT,premium_individual,929,20,24.3,0,1,14,0
u_008695,AR,premium_individual,715,16,55.0,1,0,3,0
u_025734,CL,premium_individual,532,16,88.0,0,1,4,0
u_021137,ES,premium_estudiante,633,15,45.8,0,1,3,0
u_017575,ES,premium_individual,1046,18,14.2,0,1,2,0
u_039220,ES,premium_individual,926,2,37.2,0,1,8,0
u_010413,ES,premium_individual,613,18,45.9,0,1,4,0
u_023964,ES,premium_familiar,378,19,58.1,0,1,3,0
u_047818,CO,premium_individual,397,23,29.3,0,1,4,0
u_026997,ES,premium_individual,389,19,21.3,0,1,10,0
u_010823,AR,premium_individual,849,20,99.0,0,1,2,0
u_006603,DE,premium_individual,393,18,22.5,1,1,10,0
u_042422,ES,premium_individual,390,16,73.2,0,1,11,0
u_037862,CO,premium_individual,1282,15,39.6,0,1,10,0
u_024695,MX,premium_individual,1628,15,39.6,1,1,4,0
u_031171,US,premium_individual,1243,15,34.2,1,0,5,0
u_021547,CL,premium_individual,486,3,17.1,1,1,5,0
u_002633,AR,premium_individual,798,20,70.9,0,1,3,0
u_033401,ES,premium_familiar,306,22,29.1,0,1,10,0
u_018066,FR,premium_individual,598,18,85.7,0,1,2,0
u_041734,ES,premium_individual,861,17,91.3,0,1,8,0
u_023490,ES,premium_individual,615,19,57.6,0,1,1,0
u_038354,ES,premium_individual,1344,21,89.6,0,1,5,0
u_013794,CO,premium_individual,210,19,39.8,1,0,2,0
u_042645,ES,premium_individual,802,15,71.0,0,1,5,0
u_016296,CO,premium_individual,211,16,58.4,0,1,3,0
u_038481,ES,premium_familiar,739,18,97.3,0,1,4,0
u_038503,ES,premium_individual,594,14,26.1,0,1,9,0
u_011950,MX,premium_familiar,900,23,32.4,0,1,5,0
u_006970,ES,premium_individual,270,18,35.9,0,1,2,0
u_048256,FR,premium_estudiante,269,19,187.9,1,0,12,1
u_014325,MX,premium_individual,1060,3,13.8,0,1,8,0
u_020445,CO,premium_familiar,390,16,67.4,0,1,6,0
u_011143,ES,premium_familiar,277,13,36.5,0,1,8,0
u_015107,MX,premium_individual,734,15,60.5,0,1,2,0
u_012301,CO,premium_individual,264,14,53.3,0,1,4,0
u_013964,DE,premium_familiar,266,15,17.3,0,1,2,0
u_026223,MX,premium_individual,607,17,66.4,1,1,7,0
u_014398,ES,premium_estudiante,1955,2,13.5,0,1,7,1
u_000289,US,premium_estudiante,607,5,23.6,0,0,8,0
u_035189,CO,premium_estudiante,225,16,53.3,0,1,5,0
u_022107,BR,premium_estudiante,486,20,23.6,1,0,2,0
u_024568,DE,premium_individual,1183,22,44.2,0,1,5,0
u_030492,AR,premium_individual,667,15,65.3,0,1,8,0
u_026323,ES,premium_familiar,785,17,70.6,1,1,4,0
u_040645,ES,premium_familiar,1206,13,46.4,0,1,5,0
u_007347,IT,premium_individual,1681,20,58.3,0,1,7,0
u_000677,ES,premium_individual,1125,14,20.5,0,1,6,0
u_015550,BR,premium_individual,117,18,43.0,0,1,2,0
u_028671,US,premium_individual,596,16,76.2,0,1,5,0
u_019847,IT,premium_individual,354,2,19.7,0,1,16,0
u_000071,CL,premium_individual,142,21,82.0,0,1,4,0
u_029153,ES,premium_familiar,1330,15,34.9,0,1,11,0
u_048889,ES,premium_estudiante,785,14,14.9,0,1,6,0
u_022029,CO,premium_familiar,571,15,101.6,0,0,3,0
u_009378,AR,premium_familiar,815,22,49.1,0,1,5,0
u_001332,MX,premium_individual,829,21,127.4,1,1,2,0
u_041895,ES,premium_familiar,289,18,21.3,0,1,2,0
u_013060,MX,premium_individual,843,5,28.5,0,1,6,0
u_047921,ES,premium_familiar,250,17,99.5,0,1,19,0
u_045021,FR,premium_estudiante,667,17,19.4,0,1,3,0
u_000113,ES,premium_familiar,408,15,37.4,0,1,9,0
u_028440,IT,premium_familiar,493,19,40.2,0,0,3,0
u_022357,CO,premium_individual,535,18,42.0,0,1,7,0
u_011261,ES,premium_individual,288,19,32.1,0,1,4,0
u_009866,CL,premium_individual,789,15,26.4,0,1,3,0
u_033380,US,premium_individual,929,19,108.7,0,1,3,0
u_016425,MX,premium_individual,496,13,46.5,0,1,4,0
u_006559,AR,premium_familiar,697,21,67.3,0,1,8,0
u_005454,FR,premium_individual,787,19,47.5,0,1,5,0
u_028857,ES,premium_individual,150,14,23.0,0,1,2,0
u_028444,FR,premium_individual,194,23,53.8,0,1,2,0
u_044881,ES,premium_individual,551,21,139.1,0,1,4,0
u_048381,ES,premium_familiar,695,20,74.6,0,1,7,0
u_010760,ES,premium_individual,792,19,33.9,0,1,3,0
u_004407,AR,premium_familiar,239,16,25.0,0,1,13,0
u_017569,US,premium_individual,471,18,61.1,0,1,6,0
u_002121,AR,premium_individual,151,17,52.2,0,1,2,0
u_030131,CL,premium_individual,151,21,19.6,0,1,4,0
u_034717,CO,premium_familiar,642,21,59.1,0,1,8,0
u_035416,ES,premium_individual,63,17,40.1,0,1,6,0
u_038222,BR,premium_estudiante,208,13,14.1,4,1,3,1
u_020026,ES,premium_familiar,163,17,16.1,0,1,9,0
u_012729,MX,premium_individual,768,16,89.8,0,1,4,0
u_040620,FR,premium_individual,256,17,78.6,0,1,4,0
u_036571,ES,premium_individual,1181,14,51.6,0,1,7,0
u_020446,CL,premium_familiar,879,21,78.1,1,1,6,0
u_039769,US,premium_individual,225,17,34.6,0,1,11,0
u_002956,US,premium_individual,1244,22,28.9,1,1,2,1
u_047353,IT,premium_individual,419,16,59.0,0,1,6,0
u_047767,FR,premium_individual,449,19,33.1,0,1,15,0
u_042966,ES,premium_familiar,608,18,26.9,0,1,7,0
u_020024,CO,premium_individual,198,19,56.9,0,1,8,0
u_022839,AR,premium_individual,849,20,89.6,0,1,4,0
u_040548,ES,premium_individual,819,18,75.7,0,0,3,0
u_035342,IT,premium_estudiante,243,15,67.5,0,1,7,0
u_005238,CO,premium_individual,463,15,97.3,2,1,7,1
u_014809,CL,premium_individual,373,17,18.0,0,1,8,0
u_046304,MX,premium_familiar,784,13,20.0,0,1,4,0
u_027584,BR,premium_individual,405,11,12.5,1,1,6,0
u_026081,FR,premium_estudiante,316,18,30.0,0,0,18,0
u_039567,ES,premium_individual,694,19,42.5,0,1,3,0
u_045820,AR,premium_estudiante,411,18,30.3,0,1,2,0
u_042826,DE,premium_individual,574,18,89.3,0,1,4,0
u_028153,FR,premium_individual,1937,16,27.2,1,1,6,0
u_034889,BR,premium_individual,148,18,26.3,0,1,7,0
u_033859,CL,premium_individual,496,14,48.4,0,1,3,0
u_030266,CO,premium_estudiante,711,18,40.3,0,1,2,0
u_032864,AR,premium_individual,217,20,41.3,0,1,5,0
u_037494,AR,premium_individual,292,14,38.1,0,1,2,0
u_047355,US,premium_estudiante,418,13,97.6,0,1,2,0
u_019466,DE,premium_individual,261,12,22.1,0,1,7,0
u_004302,ES,premium_familiar,1483,19,25.7,3,1,2,1
u_013002,IT,premium_individual,408,12,23.3,0,1,3,0
u_035482,ES,premium_familiar,1165,22,82.3,0,1,1,0
u_008751,US,premium_familiar,375,4,17.3,0,1,5,0
u_014247,ES,premium_estudiante,458,20,83.2,0,1,7,0
u_012336,FR,premium_individual,231,16,27.3,0,0,8,0
u_002029,AR,premium_individual,330,21,59.8,1,1,6,0
u_026604,ES,premium_individual,668,17,51.6,0,1,2,0
u_040042,BR,premium_individual,218,16,22.4,0,1,6,0
u_047331,DE,premium_individual,1504,20,33.2,0,1,3,0
u_026732,ES,premium_individual,259,11,25.9,0,1,7,0
u_031282,US,premium_familiar,154,22,21.1,0,1,8,0
u_045839,MX,premium_individual,173,2,57.4,1,1,6,1
u_025693,CL,premium_individual,946,17,38.5,0,0,20,0
u_018571,ES,premium_familiar,331,19,18.9,0,1,9,0
u_007800,MX,premium_individual,359,21,52.1,0,1,3,0
u_042314,MX,premium_individual,1787,16,41.6,0,1,2,0
u_024993,CL,premium_individual,1043,19,127.0,0,1,9,0
u_027378,ES,premium_individual,376,24,32.7,0,1,15,0
u_040368,AR,premium_familiar,705,16,44.8,0,0,7,0
u_034945,DE,premium_individual,326,22,42.1,0,1,4,0
u_012206,ES,premium_individual,1236,12,33.1,0,1,5,0
u_041879,ES,premium_individual,823,19,48.8,0,1,3,0
u_007984,ES,premium_individual,465,15,42.5,0,1,5,0
u_028118,DE,premium_familiar,195,18,43.5,0,1,4,0
u_032036,CL,premium_individual,1690,15,41.0,0,1,5,0
u_021232,ES,premium_individual,331,11,31.1,0,1,3,0
u_022623,US,premium_familiar,1002,2,37.8,0,1,6,0
u_030354,US,premium_estudiante,689,19,70.4,0,1,7,0
u_029267,MX,premium_individual,514,17,44.6,0,1,5,0
u_030868,MX,premium_familiar,253,17,48.5,0,1,13,0
u_013478,ES,premium_individual,238,18,23.0,0,1,15,0
u_044463,CO,premium_individual,1219,17,37.0,0,0,4,0
u_037153,ES,premium_individual,269,15,62.2,0,1,13,0
u_024557,ES,premium_individual,128,17,38.0,1,1,9,0
u_042560,DE,premium_familiar,349,15,46.1,0,0,5,0
u_043049,CO,premium_individual,504,18,24.4,0,1,7,0
u_031528,MX,premium_individual,634,21,36.5,0,1,6,0
u_026601,FR,premium_familiar,95,18,43.4,0,1,2,0
u_005560,US,premium_individual,453,2,71.7,0,1,7,1
u_011149,ES,premium_individual,1041,18,38.2,1,1,4,0
u_032921,AR,premium_individual,735,17,219.4,0,1,3,0
u_006060,US,premium_individual,1044,2,26.0,0,1,7,0
u_025306,ES,premium_estudiante,341,3,27.5,1,1,8,1
u_038864,FR,premium_individual,551,19,23.6,0,0,2,0
u_042184,US,premium_individual,400,14,9.2,0,1,3,0
u_045366,ES,premium_individual,184,4,23.0,0,1,4,0
u_047197,CO,premium_estudiante,1120,13,26.5,0,1,6,0
u_025055,MX,premium_individual,193,18,38.6,0,1,4,0
u_048578,MX,premium_individual,452,13,46.0,0,1,5,0
u_032859,AR,premium_individual,397,15,29.6,0,1,3,0
u_002141,ES,premium_individual,622,14,16.9,0,0,3,0
u_043075,ES,premium_individual,592,22,33.4,1,1,1,0
u_049405,AR,premium_individual,45,20,50.3,0,1,5,0
u_025442,ES,premium_individual,737,19,22.1,1,0,6,0
u_044203,ES,premium_individual,101,1,33.5,0,1,11,1
u_016299,IT,premium_individual,156,17,62.9,2,0,2,1
u_016144,AR,premium_familiar,220,16,87.4,0,1,3,0
u_030091,FR,premium_individual,942,21,47.2,0,1,3,0
u_021247,ES,premium_individual,229,14,33.7,0,1,2,0
u_037181,US,premium_individual,411,18,62.8,0,1,5,0
u_010245,DE,premium_individual,203,16,104.9,0,1,4,0
u_030814,MX,premium_individual,2047,18,20.2,0,1,3,0
u_009955,AR,premium_individual,292,14,33.3,0,1,9,0
u_008707,CL,premium_estudiante,461,20,30.2,2,1,6,1
u_016042,ES,premium_familiar,476,17,36.2,0,1,23,0
u_035746,ES,premium_individual,659,23,64.8,2,1,7,1
u_031188,US,premium_individual,403,4,30.8,1,1,3,1
u_010142,US,premium_familiar,1219,23,22.4,0,1,5,0
u_020644,US,premium_familiar,596,22,22.1,0,1,5,0
u_024632,ES,premium_individual,159,3,15.2,0,1,11,0
u_041199,CO,premium_individual,206,4,30.7,0,1,8,0
u_000385,ES,premium_individual,154,16,18.2,2,1,3,1
u_006979,CL,premium_individual,195,17,25.9,0,1,2,0
u_044406,IT,premium_individual,481,15,69.0,0,1,9,0
u_010652,ES,premium_familiar,348,19,18.3,0,1,13,0
u_000330,ES,premium_individual,252,18,14.0,1,1,6,1
u_047787,IT,premium_estudiante,987,20,32.2,1,1,4,0
u_049477,ES,premium_estudiante,588,19,19.3,4,1,2,1
u_003384,AR,premium_individual,82,19,58.8,0,1,3,0
u_032496,ES,premium_estudiante,451,14,47.1,0,1,4,0
u_049191,CL,premium_individual,479,15,40.8,0,1,3,0
u_033412,ES,premium_familiar,683,23,170.0,0,1,2,0
u_014161,BR,premium_familiar,435,4,46.5,0,1,6,0
u_007790,DE,premium_individual,202,19,109.7,0,1,26,0
u_014158,ES,premium_individual,490,16,24.4,0,1,3,0
u_033369,ES,premium_individual,427,16,38.1,0,0,15,0
u_019143,ES,premium_individual,175,15,34.5,1,1,10,0
u_028892,MX,premium_individual,735,20,39.3,1,1,2,0
u_031864,CL,premium_estudiante,1142,21,20.5,0,1,1,0
u_043248,MX,premium_estudiante,36,18,133.1,1,1,5,0
u_039630,ES,premium_individual,361,18,53.3,1,1,4,0
u_047521,BR,premium_individual,492,16,79.6,0,1,6,0
u_033312,ES,premium_individual,313,20,38.9,0,1,3,0
u_037648,FR,premium_familiar,226,15,29.8,0,1,3,0
u_035787,ES,premium_estudiante,576,17,25.6,0,1,6,0
u_013413,ES,premium_individual,815,16,33.2,0,1,8,0
u_024526,ES,premium_individual,293,2,16.7,1,1,7,1
u_027803,ES,premium_individual,251,18,186.4,0,1,4,0
u_001850,DE,premium_individual,221,16,19.5,1,1,3,0
u_034242,CO,premium_individual,81,14,34.4,0,1,8,0
